eta,paso,particula_id,x,y,theta
1.692105,800,120,15.379286,4.112464,0.386145
1.692105,800,121,17.973538,12.263556,0.311391
1.692105,800,122,15.960301,5.611289,0.458928
1.692105,800,123,3.044727,5.495748,1.466546
1.692105,800,124,1.019852,15.862549,1.270617
1.692105,800,125,9.666323,7.159334,1.652609
1.692105,800,126,11.147097,3.214874,0.248693
1.692105,800,127,13.790965,17.328085,0.252954
1.692105,800,128,6.518051,9.968314,0.711581
1.692105,800,129,5.099344,15.498861,0.388003
1.692105,800,130,10.488574,5.258876,0.458929
1.692105,800,131,1.23445,17.592638,1.408139
1.692105,800,132,6.961274,4.595107,0.573237
1.692105,800,133,5.213917,4.636949,0.381138
1.692105,800,134,19.663946,1.018676,0.650113
1.692105,800,135,14.85401,9.624892,1.547382
1.692105,800,136,5.198364,16.309312,0.260419
1.692105,800,137,16.895792,7.579929,0.428564
1.692105,800,138,2.583398,3.103414,0.144789
1.692105,800,139,7.253589,5.526918,0.265421
1.692105,800,140,5.937929,17.91179,0.872914
1.692105,800,141,19.140627,2.337759,0.348147
1.692105,800,142,6.813812,13.247392,1.463831
1.692105,800,143,0.328492,13.658533,0.830022
1.692105,800,144,8.758896,15.109396,0.844012
1.692105,800,145,4.90909,13.974445,0.344594
1.692105,800,146,17.454708,12.779585,0.527678
1.692105,800,147,11.949771,13.68059,0.915452
1.692105,800,148,3.624611,1.316827,1.382472
1.692105,800,149,0.133456,19.614412,1.635082
1.589474,800,0,15.988934,1.55634,2.46796
1.589474,800,1,11.122372,10.019813,2.967625
1.589474,800,2,1.442726,2.888187,1.697831
1.589474,800,3,14.490354,0.24542,2.344918
1.589474,800,4,5.660823,17.52375,1.761441
1.589474,800,5,4.240929,0.678914,2.519322
1.589474,800,6,3.767532,16.997294,2.825151
1.589474,800,7,3.299695,10.604976,3.210138
1.589474,800,8,11.467635,11.836785,2.111671
1.589474,800,9,0.154235,10.743394,2.514525
1.589474,800,10,7.382271,18.238249,2.001499
1.589474,800,11,15.362663,0.93832,2.505069
1.589474,800,12,15.566755,3.550998,2.654675
1.589474,800,13,8.890938,3.345204,2.435256
1.589474,800,14,11.198442,6.246745,2.741372
1.589474,800,15,3.998573,5.80368,2.825152
1.589474,800,16,17.832891,18.584657,3.209329
1.589474,800,17,8.296074,1.594257,1.978267
1.589474,800,18,3.054365,18.636584,1.858369
1.589474,800,19,16.249912,8.31997,2.706708
1.589474,800,20,10.186947,14.061703,2.899486
1.589474,800,21,9.87494,18.871007,2.341043
1.589474,800,22,18.872995,14.018645,1.816437
1.589474,800,23,6.840358,10.87046,1.688579
1.589474,800,24,18.047116,6.328882,2.318209
1.589474,800,25,14.221552,17.137405,2.926661
1.589474,800,26,12.729739,2.462551,1.730811
1.589474,800,27,12.898416,16.7173,3.225613
1.589474,800,28,12.033077,6.387111,1.849672
1.589474,800,29,13.149608,4.806137,1.692002
1.589474,800,30,3.746146,5.206985,2.168136
1.589474,800,31,14.244063,17.673592,2.903202
1.589474,800,32,13.024613,12.826933,2.322149
1.589474,800,33,3.370776,16.798004,2.760547
1.589474,800,34,13.608239,16.445646,2.948925
1.589474,800,35,4.59235,18.892381,1.997108
1.589474,800,36,8.787115,6.55168,2.180671
1.589474,800,37,7.900194,7.595622,3.107819
1.589474,800,38,11.35927,10.92894,2.858953
1.589474,800,39,13.040073,4.572633,2.374399
1.589474,800,40,14.757057,11.055936,1.700227
1.589474,800,41,16.131393,2.335174,2.935089
1.589474,800,42,8.315759,5.262528,2.673002
1.589474,800,43,5.366072,9.280712,3.230333
1.589474,800,44,14.994956,1.081908,1.944726
1.589474,800,45,3.87602,6.963658,2.083964
1.589474,800,46,8.869105,5.658318,1.727016
1.589474,800,47,4.75892,5.301748,2.037549
1.589474,800,48,3.965488,14.446668,2.26166
1.589474,800,49,2.52116,1.700748,2.689218
1.589474,800,50,0.755705,15.869249,3.197324
1.589474,800,51,15.753192,18.630604,2.954952
1.589474,800,52,6.758836,15.636886,3.164407
1.589474,800,53,8.460021,7.337876,2.474726
1.589474,800,54,4.027182,3.91066,2.612803
1.589474,800,55,10.930548,4.89034,2.008603
1.589474,800,56,8.14601,8.85276,2.457647
1.589474,800,57,11.636522,12.9162,2.873382
1.589474,800,58,17.844645,17.857697,1.764507
1.589474,800,59,11.812106,3.347047,2.750849
1.589474,800,60,6.870179,11.836054,2.550882
1.589474,800,61,8.939837,6.729034,3.068738
1.589474,800,62,16.133997,4.187096,2.261993
1.589474,800,63,14.601769,1.325233,3.186994
1.589474,800,64,0.82689,6.992294,1.752045
1.589474,800,65,15.690595,11.281912,2.361642
1.589474,800,66,7.93809,2.856945,2.044817
1.589474,800,67,5.002234,12.526714,2.20532
1.589474,800,68,7.984086,4.378964,2.707838
1.589474,800,69,15.351493,6.910018,1.828568
1.589474,800,70,14.242912,9.910699,1.884848
1.589474,800,71,4.281178,1.019352,1.932996
1.589474,800,72,10.836947,0.997566,2.572309
1.589474,800,73,8.947144,5.536704,2.269885
1.589474,800,74,18.40677,13.396766,2.459122
1.589474,800,75,5.637316,8.285888,2.52363
1.589474,800,76,17.41342,14.285742,2.188952
1.589474,800,77,16.819589,18.34418,2.207355
1.589474,800,78,10.272735,0.272743,2.430286
1.589474,800,79,17.958401,6.63765,1.700384
1.589474,800,80,13.306721,13.971006,2.986038
1.589474,800,81,14.441907,18.191418,2.358179
1.589474,800,82,8.45897,4.988407,1.766494
1.589474,800,83,5.296305,7.313242,2.702117
1.589474,800,84,14.839793,16.724617,2.108426
1.589474,800,85,4.325754,9.004293,3.232974
1.589474,800,86,9.097653,13.581431,1.694066
1.589474,800,87,19.110572,15.22445,1.786427
1.589474,800,88,13.664324,1.279812,2.429034
1.589474,800,89,3.081487,0.818777,2.209342
1.589474,800,90,3.764286,8.22722,2.432308
1.589474,800,91,18.311003,11.018647,2.075673
1.589474,800,92,9.703338,8.917385,2.216209
1.589474,800,93,8.125835,1.293307,2.129128
1.589474,800,94,0.407691,7.989071,2.626818
1.589474,800,95,19.930093,4.764959,2.124108
1.589474,800,96,0.077902,5.122716,2.861301
1.589474,800,97,1.768867,1.922419,2.675826
1.589474,800,98,8.289721,0.75916,2.735382
1.589474,800,99,7.39232,13.999636,2.982904
1.589474,800,100,1.990339,18.621678,2.086662
1.589474,800,101,6.910856,11.378479,1.755995
1.589474,800,102,3.589811,18.841222,2.649964
1.589474,800,103,13.015322,18.05092,3.157102
1.589474,800,104,11.039156,10.415509,2.278916
1.589474,800,105,7.164291,19.096558,2.016797
1.589474,800,106,6.319365,13.796955,2.649821
1.589474,800,107,11.443317,12.898681,2.445014
1.589474,800,108,8.295908,4.249142,3.224763
1.589474,800,109,7.782409,2.492713,3.121549
1.589474,800,110,4.962478,0.7828,3.233402
1.589474,800,111,12.761055,4.303296,1.810655
1.589474,800,112,4.426355,1.9233,2.487542
1.589474,800,113,9.587683,1.481236,3.115645
1.589474,800,114,1.320272,2.4334,2.376048
1.589474,800,115,15.814665,14.632591,2.786893
1.589474,800,116,3.048819,15.617262,2.673733
1.589474,800,117,11.557874,8.136066,1.832956
1.589474,800,118,7.783451,0.691849,2.148978
1.589474,800,119,6.619124,15.308859,2.986451
1.589474,800,120,14.035556,9.392406,3.178712
1.589474,800,121,17.614581,17.680807,1.956363
1.589474,800,122,5.427255,2.518374,2.971893
1.589474,800,123,7.114748,7.804152,1.670978
1.589474,800,124,7.967073,5.368496,2.274519
1.589474,800,125,17.672614,10.982642,2.948058
1.589474,800,126,17.932964,7.869987,2.875634
1.589474,800,127,19.368582,8.479014,2.110341
1.589474,800,128,15.456646,3.977233,2.864775
1.589474,800,129,14.762349,14.095867,2.044625
1.589474,800,130,9.287692,13.082332,2.773462
1.589474,800,131,1.810115,2.718789,1.892695
1.589474,800,132,16.198934,10.575965,2.758352
1.589474,800,133,11.047255,5.682973,1.742534
1.589474,800,134,8.759127,13.05585,2.761308
1.589474,800,135,19.928654,11.691356,2.570681
1.589474,800,136,10.586404,0.202493,2.472266
1.589474,800,137,6.933595,0.781226,2.620157
1.589474,800,138,4.295944,16.36138,1.684077
1.589474,800,139,11.153355,1.288983,1.857224
1.589474,800,140,15.287181,11.095644,2.140698
1.589474,800,141,3.315693,5.261944,2.874927
1.589474,800,142,2.855111,7.606958,1.84482
1.589474,800,143,10.954957,16.943619,2.072814
1.589474,800,144,9.746237,3.738868,1.669925
1.589474,800,145,4.891994,5.223886,2.755562
1.589474,800,146,6.582702,10.061984,3.19876
1.589474,800,147,7.672952,6.274011,2.755143
1.589474,800,148,15.583726,3.226556,2.047657
1.589474,800,149,7.307821,11.056328,2.602475
1.486842,800,0,15.640409,6.978153,3.496423
1.486842,800,1,16.561398,4.225431,2.85893
1.486842,800,2,2.109247,15.550937,2.862629
1.486842,800,3,11.65375,8.447112,3.047836
1.486842,800,4,17.705008,0.23927,2.968479
1.486842,800,5,2.105188,7.243811,3.76365
1.486842,800,6,3.042697,10.8687,2.554518
1.486842,800,7,3.725004,19.5419,3.067842
1.486842,800,8,3.477087,15.290592,2.59859
1.486842,800,9,0.826921,11.6552,3.705515
1.486842,800,10,2.01402,4.195116,2.919339
1.486842,800,11,9.074281,3.320012,3.186078
1.486842,800,12,0.460015,5.35776,2.690772
1.486842,800,13,19.111011,12.880688,2.685276
1.486842,800,14,9.33386,6.827733,3.523562
1.486842,800,15,1.387838,17.995756,3.250347
1.486842,800,16,11.095559,8.09072,2.824911
1.486842,800,17,4.765271,10.939051,3.296816
1.486842,800,18,10.108798,0.40506,2.855631
1.486842,800,19,14.632706,0.45977,2.325516
1.486842,800,20,8.476624,16.340922,2.813837
1.486842,800,21,1.122568,3.145509,3.72344
1.486842,800,22,5.061615,3.411118,3.541795
1.486842,800,23,6.763075,7.298415,3.779254
1.486842,800,24,18.060807,15.425051,2.664828
1.486842,800,25,12.613874,19.770899,3.436776
1.486842,800,26,6.499976,7.707104,3.324444
1.486842,800,27,4.385917,9.02464,3.110835
1.486842,800,28,10.396062,3.381908,2.713675
1.486842,800,29,5.766159,2.489787,3.17263
1.486842,800,30,15.68622,4.337814,2.787458
1.486842,800,31,5.226953,1.329572,3.768639
1.486842,800,32,13.916054,0.406274,3.55933
1.486842,800,33,19.068298,10.49789,3.009417
1.486842,800,34,11.218954,15.469261,2.474098
1.486842,800,35,10.075578,19.531151,2.983541
1.486842,800,36,7.271815,5.008791,2.32701
1.486842,800,37,18.832335,17.576144,2.404549
1.486842,800,38,15.252811,6.648006,2.995314
1.486842,800,39,5.045137,11.268746,3.17272
1.486842,800,40,3.434813,13.330853,3.332537
1.486842,800,41,18.226063,17.28134,3.544012
1.486842,800,42,11.394841,13.691244,3.333629
1.486842,800,43,10.953838,15.942493,3.312661
1.486842,800,44,11.203158,12.596815,3.62987
1.486842,800,45,18.103905,2.813399,2.365635
1.486842,800,46,3.804649,4.50024,2.309624
1.486842,800,47,18.041223,18.793895,3.230325
1.486842,800,48,15.05645,19.837855,2.620318
1.486842,800,49,4.097454,13.914682,3.298502
1.486842,800,50,3.253466,14.165342,3.092748
1.486842,800,51,1.55164,11.180855,2.724377
1.486842,800,52,9.468673,1.773821,3.23423
1.486842,800,53,18.926514,0.621249,3.037392
1.486842,800,54,6.891073,14.009811,2.635939
1.486842,800,55,17.84922,5.087065,2.673009
1.486842,800,56,8.96883,2.146842,2.705759
1.486842,800,57,6.815916,4.518217,2.82935
1.486842,800,58,1.070848,17.450404,2.907527
1.486842,800,59,12.032947,11.079087,2.648715
1.486842,800,60,2.93225,7.08503,2.342799
1.486842,800,61,2.492002,11.696629,2.371365
1.486842,800,62,6.168099,17.006698,2.75203
1.486842,800,63,16.128839,18.715838,3.265967
1.486842,800,64,4.62124,2.904247,3.124708
1.486842,800,65,19.88551,12.649514,2.309052
1.486842,800,66,12.632527,6.68287,2.819873
1.486842,800,67,18.861906,18.046476,3.182141
1.486842,800,68,1.680659,0.642904,3.417124
1.486842,800,69,15.876689,18.485686,3.0919
1.486842,800,70,17.731833,12.420554,3.293239
1.486842,800,71,0.878939,5.599925,3.478999
1.486842,800,72,6.217045,9.010349,3.627568
1.486842,800,73,7.680096,19.346882,3.699369
1.486842,800,74,7.211009,4.582979,2.857906
1.486842,800,75,13.117165,13.796349,2.820004
1.486842,800,76,15.994228,8.676009,3.113855
1.486842,800,77,3.981162,4.836318,3.744318
1.486842,800,78,7.18501,12.348008,2.436627
1.486842,800,79,9.336652,7.191823,2.568754
1.486842,800,80,0.036474,0.824413,3.765635
1.486842,800,81,5.622404,16.10789,2.541525
1.486842,800,82,15.767813,15.300761,2.677543
1.486842,800,83,5.89981,12.940937,3.37006
1.486842,800,84,15.34827,1.884603,3.459956
1.486842,800,85,0.463706,8.648819,3.595922
1.486842,800,86,0.907849,10.180191,3.704611
1.486842,800,87,19.770261,11.204268,2.629056
1.486842,800,88,14.497248,0.736381,3.66317
1.486842,800,89,13.507536,10.456842,3.126569
1.486842,800,90,17.088859,8.660885,3.041377
1.486842,800,91,2.770045,3.810016,3.178183
1.486842,800,92,3.683362,16.712691,2.334386
1.486842,800,93,15.141046,17.981477,3.704755
1.486842,800,94,10.869565,18.83074,3.360686
1.486842,800,95,2.903233,19.613447,3.714699
1.486842,800,96,19.217878,10.144136,3.287724
1.486842,800,97,16.251588,11.302462,3.573772
1.486842,800,98,2.921191,10.286898,3.088963
1.486842,800,99,9.70884,12.304063,3.356581
1.486842,800,100,18.61413,1.896917,2.993202
1.486842,800,101,9.749203,5.571363,3.27787
1.486842,800,102,4.205285,1.398713,3.529169
1.486842,800,103,2.408685,13.167084,2.838677
1.486842,800,104,15.484528,19.33289,2.881223
1.486842,800,105,19.298829,17.820495,3.353691
1.486842,800,106,17.039532,12.426212,3.437863
1.486842,800,107,4.280821,3.036495,2.690922
1.486842,800,108,12.075967,18.035388,3.500112
1.486842,800,109,14.587269,16.03208,3.226007
1.486842,800,110,3.736899,3.230853,3.538369
1.486842,800,111,16.326458,18.990683,2.503815
1.486842,800,112,19.240241,8.105855,2.468371
1.486842,800,113,3.690339,5.151337,2.987586
1.486842,800,114,3.297256,4.39093,2.955885
1.486842,800,115,1.867781,17.505158,2.749423
1.486842,800,116,1.513583,2.113307,2.720188
1.486842,800,117,2.638162,4.150537,2.854161
1.486842,800,118,2.751779,12.81839,3.211158
1.486842,800,119,5.650833,3.168183,3.474535
1.486842,800,120,11.730873,17.918294,3.117251
1.486842,800,121,5.224814,8.020397,2.99693
1.486842,800,122,4.91684,16.312191,2.764765
1.486842,800,123,8.58723,0.014492,3.178819
1.486842,800,124,2.746866,19.833275,3.509782
1.486842,800,125,1.180796,4.309535,3.246303
1.486842,800,126,9.340589,1.090686,3.268517
1.486842,800,127,3.312741,8.39416,3.729103
1.486842,800,128,7.576573,4.555274,2.70303
1.486842,800,129,14.321107,8.013886,3.170573
1.486842,800,130,3.832714,0.070918,2.445696
1.486842,800,131,9.855185,3.60393,3.586008
1.486842,800,132,18.925637,6.528597,2.817334
1.486842,800,133,6.122298,19.310087,3.660276
1.486842,800,134,8.373616,15.067929,3.639633
1.486842,800,135,10.566779,16.435935,3.157793
1.486842,800,136,9.694259,17.134443,2.614592
1.486842,800,137,2.082173,3.454636,3.752395
1.486842,800,138,18.68465,8.725089,3.357417
1.486842,800,139,12.067696,18.433491,3.399695
1.486842,800,140,2.17508,8.480263,2.668624
1.486842,800,141,10.020879,15.494679,2.60891
1.486842,800,142,12.646104,14.956945,2.6397
1.486842,800,143,1.143928,2.1722,3.151851
1.486842,800,144,13.655308,17.961927,2.730805
1.486842,800,145,0.258372,6.616557,3.304495
1.486842,800,146,9.48653,15.029982,3.075603
1.486842,800,147,0.964906,16.917417,2.65324
1.486842,800,148,12.786913,16.857408,3.280915
1.486842,800,149,13.546187,12.50774,2.736558
1.384211,800,0,16.363305,10.920557,1.15835
1.384211,800,1,6.214017,14.052327,1.864493
1.384211,800,2,14.565382,14.97378,1.560762
1.384211,800,3,12.03026,19.143385,1.145885
1.384211,800,4,7.290832,13.889184,1.054452
1.384211,800,5,1.138121,14.982898,2.107217
1.384211,800,6,3.290774,6.254266,1.862946
1.384211,800,7,3.748424,19.291717,2.031053
1.384211,800,8,0.9605,5.526863,1.062074
1.384211,800,9,5.054503,0.572736,1.960544
1.384211,800,10,9.172448,10.537412,2.116591
1.384211,800,11,1.742425,10.748525,1.459487
1.384211,800,12,1.20239,12.492712,1.076699
1.384211,800,13,17.851156,17.893266,1.835243
1.384211,800,14,8.861453,18.880409,1.087474
1.384211,800,15,13.700076,5.227292,2.082906
1.384211,800,16,0.892152,16.361744,1.709883
1.384211,800,17,6.683731,13.595038,1.993205
1.384211,800,18,18.988112,3.755169,2.212563
1.384211,800,19,2.897042,16.117676,1.015542
1.384211,800,20,0.692902,3.730311,1.990519
1.384211,800,21,4.423891,19.153202,0.995467
1.384211,800,22,7.83145,2.044483,1.604543
1.384211,800,23,0.585083,14.891204,1.552126
1.384211,800,24,10.473057,3.673769,1.24851
1.384211,800,25,5.330555,3.68744,2.241828
1.384211,800,26,6.187059,12.205223,2.039055
1.384211,800,27,10.076129,9.752669,1.572735
1.384211,800,28,6.477925,7.177943,2.169741
1.384211,800,29,1.224092,13.648037,1.997382
1.384211,800,30,4.664482,1.96526,2.130714
1.384211,800,31,0.739401,6.186845,1.116964
1.384211,800,32,12.474519,1.465044,1.3025
1.384211,800,33,5.777362,9.205418,1.254421
1.384211,800,34,11.581547,0.463243,1.235358
1.384211,800,35,14.336693,18.51027,1.829344
1.384211,800,36,12.187021,2.094788,1.201648
1.384211,800,37,17.736205,7.972413,1.447528
1.384211,800,38,15.856301,2.883015,2.070061
1.384211,800,39,19.390664,9.69094,1.388372
1.384211,800,40,11.838205,3.869777,1.740094
1.384211,800,41,1.663661,18.412568,1.563341
1.384211,800,42,14.842106,9.001407,1.366009
1.384211,800,43,15.162753,0.465974,1.506208
1.384211,800,44,14.730359,17.805123,0.990435
1.384211,800,45,3.72792,14.539369,1.932987
1.384211,800,46,3.882555,9.119129,1.053928
1.384211,800,47,18.055552,0.676541,1.916358
1.384211,800,48,14.846504,19.86463,1.680983
1.384211,800,49,13.588354,11.77297,2.039391
1.384211,800,50,16.671382,3.870497,0.980248
1.384211,800,51,17.021136,16.917136,1.588526
1.384211,800,52,5.710063,3.438475,2.273888
1.384211,800,53,16.287031,14.788296,1.166326
1.384211,800,54,14.376772,13.038373,1.246568
1.384211,800,55,19.402953,1.526741,1.479557
1.384211,800,56,14.948036,10.264378,0.958058
1.384211,800,57,3.81286,4.542565,1.871868
1.384211,800,58,10.316861,13.036037,0.996001
1.384211,800,59,6.364292,1.741712,2.134809
1.384211,800,60,9.095962,5.916608,2.264674
1.384211,800,61,10.800608,9.571579,1.220569
1.384211,800,62,5.252345,6.92906,1.797536
1.384211,800,63,5.128948,7.973902,1.545546
1.384211,800,64,9.436392,19.814676,1.701319
1.384211,800,65,1.227653,6.089427,2.104981
1.384211,800,66,0.928288,7.76301,2.147903
1.384211,800,67,3.660888,3.536081,1.559066
1.384211,800,68,3.012645,14.743047,1.311466
1.384211,800,69,7.751227,6.214327,1.579855
1.384211,800,70,12.522996,8.368266,1.876998
1.384211,800,71,15.904787,11.847741,1.849736
1.384211,800,72,15.669072,3.908135,1.43294
1.384211,800,73,4.531719,19.719404,1.638678
1.384211,800,74,2.653066,14.141181,0.962152
1.384211,800,75,18.705147,16.192795,2.0316
1.384211,800,76,9.26481,10.663676,1.378678
1.384211,800,77,13.616236,7.849223,1.767484
1.384211,800,78,0.749769,15.948121,1.354306
1.384211,800,79,9.507226,14.094744,1.733372
1.384211,800,80,4.349028,7.262308,1.086998
1.384211,800,81,4.284237,2.342505,2.266404
1.384211,800,82,4.852483,17.015985,1.023865
1.384211,800,83,0.481181,5.887824,1.329784
1.384211,800,84,13.294588,9.602436,2.122829
1.384211,800,85,5.024182,4.297093,1.315765
1.384211,800,86,13.051818,1.750312,1.711428
1.384211,800,87,11.173799,5.486557,1.867374
1.384211,800,88,8.056524,11.6468,2.313099
1.384211,800,89,12.098233,19.748718,2.215671
1.384211,800,90,8.223083,17.67368,1.971979
1.384211,800,91,9.311604,4.930305,1.741974
1.384211,800,92,1.145769,10.657816,2.133017
1.384211,800,93,0.408537,8.451429,1.976153
1.384211,800,94,17.354752,18.762688,2.133563
1.384211,800,95,11.216458,17.72805,1.443856
1.384211,800,96,13.992786,8.422394,1.636527
1.384211,800,97,5.432501,5.96954,1.454383
1.384211,800,98,14.117193,8.502895,1.689692
1.384211,800,99,18.432877,6.668092,1.151942
1.384211,800,100,19.525541,3.147055,2.305858
1.384211,800,101,7.790228,1.240885,1.019503
1.384211,800,102,17.787558,11.918368,1.211762
1.384211,800,103,17.290428,4.227497,1.137338
1.384211,800,104,3.354758,8.514874,0.991418
1.384211,800,105,10.063397,11.735999,1.926638
1.384211,800,106,5.456148,13.561384,1.271001
1.384211,800,107,8.019184,12.827784,2.217083
1.384211,800,108,8.50991,9.17585,1.145039
1.384211,800,109,13.04596,16.208006,1.939862
1.384211,800,110,17.465713,15.693248,1.911878
1.384211,800,111,2.198477,15.487285,1.629849
1.384211,800,112,1.221637,18.863291,2.262123
1.384211,800,113,6.522593,0.776565,2.295805
1.384211,800,114,6.695466,18.295718,1.935936
1.384211,800,115,6.761027,10.107333,1.118541
1.384211,800,116,17.273912,1.869567,1.358378
1.384211,800,117,19.335478,12.408519,2.19788
1.384211,800,118,4.28167,17.332762,1.268209
1.384211,800,119,4.011984,0.748179,1.062603
1.384211,800,120,16.974308,5.65011,1.541476
1.384211,800,121,1.422871,11.614691,1.0909
1.384211,800,122,18.99268,18.413906,1.452295
1.384211,800,123,11.406486,10.285183,2.035286
1.384211,800,124,0.374347,16.696278,0.971552
1.384211,800,125,6.315297,4.26029,1.969028
1.384211,800,126,15.460227,16.601834,2.31512
1.384211,800,127,19.605198,5.576572,1.067921
1.384211,800,128,11.40193,13.17985,2.234399
1.384211,800,129,7.549035,15.102599,1.194487
1.384211,800,130,7.075826,7.717835,2.322772
1.384211,800,131,14.824648,14.085684,1.236321
1.384211,800,132,17.213868,18.61059,1.051727
1.384211,800,133,10.391966,16.193712,1.513474
1.384211,800,134,12.946283,10.230757,1.617984
1.384211,800,135,19.309925,15.035676,1.092021
1.384211,800,136,18.039446,6.979983,1.319277
1.384211,800,137,11.711704,2.912919,1.798265
1.384211,800,138,14.556899,8.432141,1.131904
1.384211,800,139,12.566264,3.454444,1.875178
1.384211,800,140,4.182785,8.736872,1.378965
1.384211,800,141,11.426865,19.815072,1.375628
1.384211,800,142,5.048715,15.616824,2.303326
1.384211,800,143,17.259687,16.471311,1.734926
1.384211,800,144,3.526699,14.412698,1.265278
1.384211,800,145,14.86693,14.904791,1.781721
1.384211,800,146,10.277097,16.036263,1.683088
1.384211,800,147,16.446434,14.846153,1.475525
1.384211,800,148,17.464872,1.289756,1.033471
1.384211,800,149,1.874674,11.985932,2.031749
1.281579,800,0,12.622097,16.438769,-1.658997
1.281579,800,1,19.407046,8.529975,-1.653238
1.281579,800,2,5.479279,7.142164,-2.433649
1.281579,800,3,8.038953,9.745581,-1.844688
1.281579,800,4,6.80859,11.689159,-2.447396
1.281579,800,5,15.923953,15.777237,-2.245817
1.281579,800,6,14.291296,15.527781,-1.875072
1.281579,800,7,0.814645,8.767243,-2.55676
1.281579,800,8,14.738066,0.999496,-2.189585
1.281579,800,9,6.082406,17.152299,-1.576286
1.281579,800,10,4.408563,8.667172,-1.697556
1.281579,800,11,8.80262,4.773909,-2.615427
1.281579,800,12,13.814161,3.383631,-2.343308
1.281579,800,13,5.044056,18.077613,-1.682117
1.281579,800,14,11.1863,3.079053,-2.57203
1.281579,800,15,11.350446,16.787097,-2.349058
1.281579,800,16,3.982786,7.566528,-1.437415
1.281579,800,17,4.728963,5.442325,-2.439343
1.281579,800,18,12.283069,11.347195,-2.16123
1.281579,800,19,8.489726,8.344143,-1.517594
1.281579,800,20,10.45583,13.929245,-2.324645
1.281579,800,21,10.303969,2.866865,-2.305214
1.281579,800,22,7.604903,14.544961,-2.219678
1.281579,800,23,2.771742,5.356084,-2.570477
1.281579,800,24,15.406721,9.361415,-1.672999
1.281579,800,25,12.961206,3.191781,-2.156062
1.281579,800,26,10.930736,2.304878,-2.04156
1.281579,800,27,7.113089,11.316471,-1.826647
1.281579,800,28,1.574398,15.959072,-2.019607
1.281579,800,29,8.638034,10.335346,-1.860566
1.281579,800,30,9.421717,0.738157,-1.936254
1.281579,800,31,12.30622,11.814654,-1.59744
1.281579,800,32,2.439804,7.605469,-2.285907
1.281579,800,33,8.318259,16.992191,-2.233345
1.281579,800,34,10.570962,19.371265,-1.829254
1.281579,800,35,15.52892,19.943876,-1.537332
1.281579,800,36,15.252608,5.370418,-1.769709
1.281579,800,37,9.926062,12.915925,-2.403942
1.281579,800,38,15.817253,4.019965,-2.439539
1.281579,800,39,0.549861,14.670722,-2.315568
1.281579,800,40,9.419428,2.412955,-2.515938
1.281579,800,41,9.680706,1.301872,-1.59398
1.281579,800,42,6.394019,7.245107,-1.790817
1.281579,800,43,15.149389,6.28743,-1.95826
1.281579,800,44,9.621884,2.905759,-1.519038
1.281579,800,45,2.264524,6.482189,-1.504102
1.281579,800,46,16.425456,13.915934,-2.261731
1.281579,800,47,5.467315,2.453629,-1.767062
1.281579,800,48,4.617097,17.61237,-1.621916
1.281579,800,49,13.601437,5.43127,-2.600157
1.281579,800,50,19.058884,0.584331,-1.838817
1.281579,800,51,13.892336,12.270942,-2.011034
1.281579,800,52,4.720542,14.029895,-2.644072
1.281579,800,53,16.800051,6.373563,-2.105681
1.281579,800,54,14.666402,11.203185,-2.484033
1.281579,800,55,0.88561,14.984223,-2.355622
1.281579,800,56,14.889197,8.419861,-2.569108
1.281579,800,57,2.753575,0.367538,-2.297816
1.281579,800,58,18.718702,16.962568,-1.679891
1.281579,800,59,15.382492,17.159079,-1.452678
1.281579,800,60,2.454243,8.515876,-2.36406
1.281579,800,61,6.123353,11.110965,-2.027429
1.281579,800,62,19.886392,4.084896,-2.373225
1.281579,800,63,15.344613,1.794114,-1.884388
1.281579,800,64,3.819003,14.257759,-1.566132
1.281579,800,65,11.265926,12.868795,-1.847362
1.281579,800,66,5.94341,8.279349,-2.466644
1.281579,800,67,9.065848,10.856503,-2.164494
1.281579,800,68,17.12861,18.640239,-1.713349
1.281579,800,69,6.676049,13.547952,-1.898878
1.281579,800,70,16.825809,17.583683,-2.567131
1.281579,800,71,12.711247,14.079957,-2.544217
1.281579,800,72,9.347215,7.679918,-1.630376
1.281579,800,73,6.751709,18.237295,-1.700479
1.281579,800,74,4.913764,19.282835,-1.5997
1.281579,800,75,16.504615,19.586841,-1.897618
1.281579,800,76,0.942368,0.07916,-1.809269
1.281579,800,77,6.39505,4.79832,-1.890939
1.281579,800,78,0.591459,19.257625,-1.407019
1.281579,800,79,11.438389,11.39123,-1.991403
1.281579,800,80,19.592732,0.787114,-1.840352
1.281579,800,81,2.628219,7.117901,-2.285466
1.281579,800,82,11.296951,16.447009,-1.685615
1.281579,800,83,10.137541,17.458811,-1.566805
1.281579,800,84,4.328777,4.850875,-1.55165
1.281579,800,85,7.609059,6.671741,-2.44847
1.281579,800,86,11.253798,13.134979,-2.044412
1.281579,800,87,17.415577,12.306464,-2.370408
1.281579,800,88,7.836084,19.479502,-2.011888
1.281579,800,89,19.390228,17.29617,-1.709311
1.281579,800,90,15.488995,13.975423,-1.801319
1.281579,800,91,18.743195,2.701341,-2.026808
1.281579,800,92,15.247703,10.195012,-2.573208
1.281579,800,93,12.803879,4.468646,-2.01768
1.281579,800,94,1.517293,0.803155,-1.787902
1.281579,800,95,4.065622,9.921989,-2.38321
1.281579,800,96,17.686945,5.123155,-2.012545
1.281579,800,97,4.128053,5.174809,-2.165618
