eta,paso,particula_id,x,y,vx,vy,theta,omega
1.486842,4500,3,3.961644,14.132838,1.256375,0.271093,1.96052,0.16307
1.486842,4500,4,8.934138,16.701096,-0.186984,0.588867,2.071496,0.338586
1.486842,4500,5,12.865106,19.847603,-0.866242,0.025152,2.230444,-0.212071
1.486842,4500,6,3.303202,14.900994,0.817339,-0.707396,1.976059,0.169559
1.486842,4500,7,8.502816,17.192882,-0.067181,0.585245,2.03898,0.055523
1.486842,4500,8,12.386083,1.331034,1.355599,1.474211,2.164228,-0.027495
1.486842,4500,9,3.135888,16.540237,0.522106,-3.319894,1.969638,0.047525
1.486842,4500,10,5.197804,16.042463,-3.371973,1.502598,1.993622,-0.049129
1.486842,4500,11,11.553524,19.455946,-1.991926,-0.745271,2.19566,0.012329
1.486842,4500,12,3.666815,15.415674,0.293086,-0.580249,1.958671,0.13173
1.486842,4500,13,10.771903,19.632583,-0.853474,0.704178,2.213616,-0.078282
1.486842,4500,14,3.082566,15.859907,2.061144,3.85759,1.981817,0.04893
1.486842,4500,15,4.921723,14.903308,-1.913005,1.356537,1.955535,-0.080638
1.486842,4500,16,5.385634,14.973545,-1.912782,0.572517,1.980236,-0.160362
1.486842,4500,17,4.663797,15.95847,-2.907639,0.01575,1.968361,0.059825
1.486842,4500,18,4.960168,15.104942,-2.615255,0.315627,2.004303,0.016882
1.486842,4500,19,4.064747,16.761712,-0.259295,1.841912,1.960059,0.024566
1.486842,4500,20,9.565929,17.541459,-0.157846,0.85948,2.203269,-0.2311
1.486842,4500,21,3.326984,16.850957,-0.433086,1.683723,1.95742,-0.131571
1.486842,4500,22,4.701201,17.13142,-1.177131,0.034291,1.984396,0.027115
1.486842,4500,23,12.29517,0.990468,-1.915335,0.966885,2.206431,-0.099826
1.486842,4500,24,11.640008,1.340326,-0.246405,0.350595,2.182779,0.021444
1.486842,4500,25,5.158736,16.287415,0.478853,-1.006441,1.95152,0.283929
1.486842,4500,26,3.663031,15.14124,3.464008,-2.800922,2.007945,0.003752
1.486842,4500,27,12.417462,0.460969,-2.064924,0.053125,2.207865,0.07622
1.486842,4500,28,4.08438,15.364419,-2.401737,-0.487843,1.970629,0.051309
1.486842,4500,29,4.032447,14.681884,-1.351729,1.928447,2.001564,0.001363
1.486842,4500,30,11.795293,0.91734,0.987384,2.577867,2.217145,0.130517
1.486842,4500,31,3.063317,15.958099,-1.344656,-1.516319,1.973237,0.178171
1.486842,4500,32,4.435297,16.219955,2.400196,2.076314,1.980446,0.041118
1.486842,4500,33,3.990415,15.041091,-1.173019,3.360441,1.988354,0.034402
1.486842,4500,34,12.523374,0.468623,-2.33901,2.713168,2.198423,-0.014586
1.486842,4500,35,3.294359,15.170575,-0.711764,-0.254426,1.982632,0.045598
1.486842,4500,36,10.956505,19.942919,-1.227456,-1.838649,2.208699,0.039796
1.486842,4500,37,5.046961,14.55463,2.186834,-1.908041,2.001421,-0.016857
1.486842,4500,38,3.722783,16.175213,2.2329,3.048475,1.960079,0.049434
1.486842,4500,39,4.146415,15.268873,-1.554274,4.786627,1.974715,-0.013501
1.486842,4500,40,4.644717,14.946925,-0.584991,2.148905,1.990239,-0.19309
1.486842,4500,41,11.60388,0.235232,-1.631164,0.265146,2.214307,-0.09472
1.486842,4500,42,4.32446,15.952817,3.641652,0.031694,1.960577,0.104089
1.486842,4500,43,4.813085,15.707069,4.050309,-0.095772,1.978266,-0.059306
1.486842,4500,44,4.857318,15.49104,0.868187,-1.421348,1.947645,0.212558
1.486842,4500,45,4.328431,15.777263,3.535569,3.311195,1.945554,0.182636
1.486842,4500,46,12.377913,1.015392,0.002591,0.383626,2.209865,-0.019988
1.486842,4500,47,4.078959,16.328479,-1.439587,-0.413164,1.984261,0.015309
1.486842,4500,48,12.55911,19.662557,2.899637,0.117414,2.188057,-0.091288
1.486842,4500,49,4.148527,15.861112,-2.261817,2.963929,1.977004,-0.01423
1.486842,4500,50,12.798539,1.026143,-2.149812,-0.255307,2.218543,-0.129036
1.486842,4500,51,13.128565,19.808172,-1.213984,1.540101,2.186334,0.037193
1.486842,4500,52,3.238408,15.606608,2.315586,0.871502,1.992861,0.007843
1.486842,4500,53,3.463377,15.871,-4.89199,0.111816,1.979286,-0.063349
1.486842,4500,54,3.132576,16.314111,-1.237244,-0.170133,1.96739,-0.245372
1.486842,4500,55,3.49214,15.140904,2.84875,1.098566,1.970518,0.096007
1.486842,4500,56,12.991979,0.743934,0.136963,-0.183802,2.206504,-0.117033
1.486842,4500,57,3.97611,14.363706,0.351924,-0.3447,2.020404,0.106802
1.486842,4500,58,4.212897,16.860369,1.637856,-0.846405,1.997972,-0.276999
1.486842,4500,59,4.534135,14.981046,-0.868087,0.97738,1.969947,-0.010868
1.486842,4500,60,3.86637,15.149969,-0.855208,-0.721601,1.983913,-0.074771
1.486842,4500,61,4.593053,14.891107,1.020614,-1.477516,1.965974,0.197381
1.486842,4500,62,4.681049,16.702093,1.757353,0.654522,1.955102,-0.111943
1.486842,4500,63,12.212801,19.455504,-2.091969,1.203568,2.193319,-0.078079
1.486842,4500,64,10.970318,0.257081,-1.557755,1.559687,2.22609,-0.145715
1.486842,4500,65,11.947353,19.648478,0.604528,0.3524,2.19895,-0.030962
1.486842,4500,66,3.960076,16.932856,-1.096645,2.88331,1.978738,0.079466
1.486842,4500,67,11.993611,0.03859,0.795174,0.386551,2.175848,0.134665
1.486842,4500,68,4.765702,16.242323,-1.681319,-2.067849,1.988111,-0.078406
1.486842,4500,69,12.677642,0.789686,-0.208413,-1.749246,2.191322,-0.143702
1.486842,4500,70,11.008176,0.447502,0.034806,-0.097767,2.215217,0.040402
1.486842,4500,71,11.77144,0.311281,-1.36275,1.267254,2.181739,-0.168319
1.486842,4500,72,11.900628,1.144038,0.10219,0.228873,2.18769,-0.045164
1.486842,4500,73,2.801564,15.603354,-1.110377,1.082316,1.956675,0.064964
1.486842,4500,74,4.003839,15.638419,1.12161,0.483824,1.98123,0.06359
1.486842,4500,75,5.13739,15.555414,-2.526169,2.093935,1.981349,-0.137862
1.486842,4500,76,2.937604,14.951299,-1.743418,-3.017291,1.947459,0.035302
1.486842,4500,77,12.743219,19.926211,-0.761999,-0.682437,2.209992,0.018732
1.486842,4500,78,3.388964,15.650582,0.236067,2.768995,1.978427,-0.092625
1.486842,4500,79,13.347583,1.382209,-0.181443,-0.18777,2.203103,-0.026878
1.486842,4500,80,12.155401,0.925471,-3.018528,-0.251288,2.231053,-0.024732
1.486842,4500,81,2.963089,17.122606,1.352716,-2.310497,1.965111,0.031677
1.486842,4500,82,3.878898,16.707417,2.502365,1.300614,1.969579,0.181643
1.486842,4500,83,4.147603,15.378792,-3.360416,3.809229,1.982593,0.098043
1.486842,4500,84,12.012695,1.144636,-2.25105,-0.492461,2.209006,0.010504
1.486842,4500,85,3.644624,16.728083,-3.71799,2.727227,1.975186,0.128018
1.486842,4500,86,4.553513,15.584607,-4.528557,-1.866903,2.014852,-0.032068
1.486842,4500,87,11.351959,19.805595,0.733677,-0.744414,2.157093,0.089849
1.486842,4500,88,5.253247,15.540115,4.216591,0.731027,1.952511,-0.093556
1.486842,4500,89,12.321094,0.244982,0.160369,-0.497658,2.198065,-0.127491
1.486842,4500,90,4.735536,15.440136,-0.457065,2.586986,1.97797,-0.122549
1.486842,4500,91,4.608811,16.973716,-2.214514,-0.391049,1.997715,0.204453
1.486842,4500,92,8.815103,17.635326,-0.016811,0.610736,2.122819,0.074601
1.486842,4500,93,3.731348,14.312733,-2.577039,2.455543,1.978813,0.122076
1.486842,4500,94,11.614478,1.81944,-0.268533,0.497471,2.177482,0.245137
1.486842,4500,95,4.228801,15.122019,-2.785048,0.392385,1.998535,-0.17582
1.486842,4500,96,12.097831,1.276054,-1.701891,1.316887,2.198279,-0.056315
1.486842,4500,97,4.022284,15.526845,-0.355607,-1.898847,1.996555,-0.014438
1.486842,4500,98,8.879768,17.0868,-0.046709,0.645217,2.085102,0.095149
1.486842,4500,99,12.562072,19.225597,1.087905,-1.037199,2.222761,0.071075
1.486842,4500,100,4.006515,15.480977,0.515211,0.406492,1.993182,0.013258
1.486842,4500,101,4.994618,14.146312,0.283778,1.928333,1.971013,0.139448
1.486842,4500,102,12.902305,0.265262,1.167272,-0.985672,2.220684,0.079419
1.486842,4500,103,4.303604,14.630158,-1.655981,3.331845,1.99234,-0.09335
1.486842,4500,104,2.810064,14.883759,0.657206,0.104334,1.973616,-0.26944
1.486842,4500,105,3.405742,15.220707,3.577978,2.60516,1.994419,-0.106882
1.486842,4500,106,4.24188,16.7723,0.375511,2.038754,1.999629,0.004302
1.486842,4500,107,3.370021,16.473285,1.999002,1.475941,1.973475,-0.159382
1.486842,4500,108,12.905599,19.662109,-0.911357,0.851804,2.195118,-0.011195
1.486842,4500,109,4.016741,15.605889,0.999844,-1.638568,1.975787,-0.097463
1.486842,4500,110,10.863388,19.900396,-0.130915,0.398589,2.159042,-0.019621
1.486842,4500,111,9.115976,17.405511,-0.146006,0.576634,2.175655,-0.070096
1.486842,4500,112,4.036005,15.299345,2.015967,-2.271899,1.953131,-0.094629
1.486842,4500,113,11.357914,1.014191,0.64338,-0.380206,2.177,0.012649
1.486842,4500,114,9.282067,16.949355,-0.014319,0.515819,2.166357,-0.093508
1.486842,4500,115,4.304765,16.484922,-3.920417,1.122445,2.006758,-0.19905
1.486842,4500,116,3.925157,15.501048,-2.518465,-1.444805,1.992196,-0.006555
1.486842,4500,117,11.527919,0.510095,-0.45171,-1.797463,2.202634,-0.109026
1.486842,4500,118,12.39406,0.837765,-0.157943,-1.225547,2.179443,0.080218
1.486842,4500,119,3.753771,16.013835,1.794537,-0.541315,1.935834,0.008594
1.486842,4500,120,3.186608,16.040235,1.094235,1.235615,1.968679,-0.034905
1.486842,4500,121,5.059012,15.61644,1.503282,-1.511683,2.000525,-0.072024
1.486842,4500,122,4.104218,14.493874,2.285296,0.714032,1.952177,-0.08186
1.486842,4500,123,11.6403,0.029194,-0.725002,-0.669284,2.172853,0.102793
1.486842,4500,124,3.138352,16.772727,0.595319,-0.200795,2.004061,-0.068051
1.486842,4500,125,4.59258,14.626526,-4.250214,0.915016,1.966156,-0.060217
1.486842,4500,126,4.466293,15.590076,-2.819219,0.574737,1.974799,0.174716
1.486842,4500,127,11.710927,0.669763,2.317112,0.807354,2.192591,0.076979
1.486842,4500,128,3.448522,15.570409,-4.954814,-2.340731,1.958633,0.138565
1.486842,4500,129,3.31855,15.304654,2.458596,-1.018354,1.958145,0.063816
1.486842,4500,130,12.654394,19.534259,0.347178,1.437283,2.22543,0.09699
1.486842,4500,131,4.758341,14.556616,-1.31151,-1.532518,1.970463,0.134587
1.486842,4500,132,3.232365,15.946433,2.505336,-2.090117,1.957062,-0.099893
1.486842,4500,133,13.284566,0.11413,-0.048207,1.467522,2.215313,-0.051777
1.486842,4500,134,11.539333,0.991165,1.709249,1.224955,2.203361,0.027876
1.486842,4500,135,2.93371,15.541148,-3.294814,1.649429,1.971127,-0.224894
1.486842,4500,136,4.288805,15.74221,1.4732,-0.268463,1.982441,0.036371
1.486842,4500,137,3.720737,15.966311,0.529103,1.117162,1.951963,0.031108
1.486842,4500,138,2.849885,15.453775,0.110864,-2.866587,1.997351,-0.153847
1.486842,4500,139,3.49403,15.079826,1.190028,3.219158,1.945373,-0.098549
1.486842,4500,140,11.963685,0.323806,1.074477,2.630593,2.234935,-0.128341
1.486842,4500,141,4.012656,15.197116,0.922888,3.086643,1.980839,-0.151558
1.486842,4500,142,5.003732,14.839995,1.132854,0.901939,2.008744,-0.103376
1.486842,4500,143,4.555435,14.854445,-0.573163,-2.979152,1.998673,0.021234
1.486842,4500,144,12.363506,18.793172,-2.097007,0.942859,2.232084,-0.229246
1.486842,4500,145,5.577572,15.731953,0.69755,0.792421,1.98858,-0.077083
1.486842,4500,146,3.859387,16.978293,-2.291228,3.412228,1.959442,-0.099383
1.486842,4500,147,3.230391,14.367472,-0.129664,1.56071,1.98071,0.043345
1.486842,4500,148,3.975041,16.017922,-0.972244,1.497969,1.994114,-0.003163
1.486842,4500,149,4.86919,15.729919,-1.927783,-0.094913,1.997577,0.029919
1.384211,4500,0,7.78064,19.095329,-3.459811,-1.554903,-0.420673,-0.101824
1.384211,4500,1,6.351753,0.317996,1.607188,3.245751,-0.43054,0.185482
1.384211,4500,2,6.368527,18.108157,0.507777,-0.934585,-0.445842,0.130416
1.384211,4500,3,6.697723,18.708364,2.574583,-0.867727,-0.421605,-0.061073
1.384211,4500,4,7.27287,18.883359,1.696282,-1.358636,-0.416578,0.056805
1.384211,4500,5,7.666213,19.374314,3.080655,3.81783,-0.390704,-0.035396
1.384211,4500,6,7.686187,19.550061,2.285145,-1.834479,-0.394081,-0.08945
1.384211,4500,7,8.337197,0.580329,1.758483,-1.63067,-0.422306,-0.008513
1.384211,4500,8,5.970476,18.207381,0.630581,2.978992,-0.401649,-0.049949
1.384211,4500,9,6.563948,19.986385,-0.478891,5.671586,-0.36717,0.096284
1.384211,4500,10,6.19005,0.485141,2.272447,-3.192492,-0.419956,0.190844
1.384211,4500,11,6.932903,18.131023,1.358354,-2.225984,-0.42108,-0.104232
1.384211,4500,12,7.99145,18.905009,1.738803,0.930723,-0.416119,0.030094
1.384211,4500,13,7.167595,18.515761,2.440208,0.656424,-0.449093,0.014831
1.384211,4500,14,5.179658,18.696484,-1.645694,1.38225,-0.424924,0.12258
1.384211,4500,15,6.310858,18.739453,3.198233,-1.859509,-0.410723,-0.086367
1.384211,4500,16,7.851625,18.091626,-1.708134,1.503005,-0.426195,0.139494
1.384211,4500,17,6.638889,18.055091,-3.156309,-4.532562,-0.420134,0.034264
1.384211,4500,18,7.608726,18.956669,2.603411,-1.731843,-0.413611,0.0447
1.384211,4500,19,6.6725,18.516416,1.088363,-5.015753,-0.390694,0.020868
1.384211,4500,20,7.300836,0.633505,2.992448,-0.768049,-0.411772,0.098341
1.384211,4500,21,7.915056,19.878908,2.285615,1.641942,-0.378634,0.127066
1.384211,4500,22,6.579392,18.85985,-0.900096,-1.694712,-0.376279,0.067575
1.384211,4500,23,6.612287,1.26329,-0.334406,-2.882865,-0.386644,-0.087802
1.384211,4500,24,7.330023,19.501323,0.544405,3.575544,-0.382556,-0.140404
1.384211,4500,25,6.747468,0.691576,0.327652,0.119599,-0.385462,0.02304
1.384211,4500,26,7.742917,19.763193,-1.224449,-0.406897,-0.42259,-0.120441
1.384211,4500,27,5.712474,18.829268,-0.147505,-2.706332,-0.406623,-0.213099
1.384211,4500,28,6.574802,19.663479,1.34044,-1.788418,-0.377497,-0.038919
1.384211,4500,29,7.229428,18.273639,5.520292,-2.564255,-0.398509,-0.164306
1.384211,4500,30,6.070921,18.196077,2.973542,-2.767678,-0.416663,-0.084616
1.384211,4500,31,7.145476,19.293047,5.759056,-1.56936,-0.386388,0.042526
1.384211,4500,32,6.380651,19.359583,-1.650748,1.488045,-0.438475,0.035185
1.384211,4500,33,6.604073,19.579992,0.797257,2.608508,-0.422355,0.157156
1.384211,4500,34,5.540559,19.70807,3.291261,-4.393591,-0.445714,0.111198
1.384211,4500,35,6.983547,19.609142,-1.600516,0.427058,-0.415133,-0.017175
1.384211,4500,36,5.254244,19.238065,-0.899214,0.025257,-0.40801,0.005504
1.384211,4500,37,6.272361,0.767129,0.996713,-2.958176,-0.368362,-0.020239
1.384211,4500,38,6.66563,19.503841,0.553934,-3.022022,-0.39177,-0.039563
1.384211,4500,39,7.630565,18.716896,-2.389424,0.130546,-0.419453,-0.0573
1.384211,4500,40,6.021541,19.7993,-4.677554,-0.826811,-0.428052,0.056539
1.384211,4500,41,6.465028,0.175063,-2.591147,1.246509,-0.412151,-0.13902
1.384211,4500,42,7.944442,18.57181,2.644563,1.981448,-0.402563,0.029132
1.384211,4500,43,7.099763,19.393991,-3.936148,1.886968,-0.388886,-0.046114
1.384211,4500,44,7.354973,0.9567,0.661665,2.007976,-0.404852,0.157337
1.384211,4500,45,7.116661,0.323638,2.606722,-5.437941,-0.417529,0.030743
1.384211,4500,46,8.061493,0.283689,-2.07692,2.540131,-0.407201,-0.13362
1.384211,4500,47,7.841968,19.712636,1.852325,2.110083,-0.378218,-0.232779
1.384211,4500,48,6.49202,19.922733,-0.132494,-1.932002,-0.384121,0.174122
1.384211,4500,49,8.139842,19.376782,1.447493,-2.795208,-0.415349,0.09143
1.384211,4500,50,6.466725,18.274911,0.985105,5.065858,-0.414312,0.086302
1.384211,4500,51,6.831135,18.22869,2.208616,-1.175936,-0.393645,0.081359
1.384211,4500,52,7.393994,19.665632,7.43729,2.628368,-0.403653,-0.176521
1.384211,4500,53,7.63021,18.827762,-2.811277,4.409035,-0.402933,-0.026808
1.384211,4500,54,7.921228,0.413362,-3.763637,-3.177256,-0.410039,-0.02821
1.384211,4500,55,6.862174,18.402653,-2.247548,-1.231313,-0.399393,-0.062021
1.384211,4500,56,7.525755,18.994613,0.604602,-0.334003,-0.432291,-0.13505
1.384211,4500,57,6.387497,18.434183,-3.022804,-0.602748,-0.399878,-0.151981
1.384211,4500,58,6.310059,19.530309,0.729788,-0.966859,-0.439232,0.134556
1.384211,4500,59,6.206,19.020493,1.80873,2.844713,-0.433021,0.124996
1.384211,4500,60,6.360836,19.990782,0.288284,4.661375,-0.392248,-0.035907
1.384211,4500,61,7.932087,18.718863,-4.381426,1.693577,-0.41453,-0.007849
1.384211,4500,62,6.728397,19.326895,2.405026,1.414606,-0.41508,-0.057683
1.384211,4500,63,6.297123,19.626156,-1.562267,-5.075654,-0.395772,-0.026145
1.384211,4500,64,7.791329,19.074214,-1.237452,3.453428,-0.436659,0.195091
1.384211,4500,65,5.98225,17.84216,1.63671,3.910815,-0.389893,0.062202
1.384211,4500,66,6.816533,17.684183,1.099505,2.530428,-0.416874,-0.090768
1.384211,4500,67,5.393075,19.720249,0.905111,-0.620964,-0.403162,0.018678
1.384211,4500,68,7.733265,0.465763,-0.476523,0.554842,-0.423684,-0.013488
1.384211,4500,69,7.206228,19.307845,0.214893,4.640486,-0.402486,-0.075047
1.384211,4500,70,8.001327,19.60973,-1.219963,0.195852,-0.417608,-0.023282
1.384211,4500,71,8.063161,18.948318,1.865148,-4.345797,-0.410556,0.043582
1.384211,4500,72,6.753462,18.783319,2.349092,-1.380272,-0.405939,-0.012012
1.384211,4500,73,7.368397,19.727608,-2.146413,4.322399,-0.403565,0.002968
1.384211,4500,74,7.071286,18.36053,-2.74869,-2.019883,-0.433371,-0.048753
1.384211,4500,75,8.610369,18.833699,1.419536,0.560766,-0.377207,-0.178419
1.384211,4500,76,6.768545,0.162835,1.602416,1.965354,-0.396353,-0.084934
1.384211,4500,77,6.180796,18.656754,-2.447829,-4.435351,-0.38913,-0.060328
1.384211,4500,78,6.054661,0.757491,0.310251,0.078696,-0.398005,-0.07703
1.384211,4500,79,7.046462,0.300288,-1.467098,-3.134538,-0.404678,-0.113506
1.384211,4500,80,8.270391,17.886074,-0.584907,0.962488,-0.429376,-0.211307
1.384211,4500,81,6.724048,19.255502,2.298782,-0.69285,-0.419605,-0.179006
1.384211,4500,82,6.309248,1.050405,-1.032755,-0.615808,-0.400831,0.09773
1.384211,4500,83,6.801664,19.608131,2.426775,-1.781059,-0.407888,0.03653
1.384211,4500,84,5.914158,0.015753,2.808028,1.558542,-0.412912,0.038676
1.384211,4500,85,5.748776,18.732443,0.765136,3.170239,-0.445894,0.003706
1.384211,4500,86,6.034381,19.561259,1.5836,1.646177,-0.421768,-0.059259
1.384211,4500,87,6.971514,19.471828,2.071712,-2.62289,-0.402429,-0.074352
1.384211,4500,88,6.562901,18.683165,0.346644,-2.744893,-0.419315,0.066222
1.384211,4500,89,6.893307,18.460276,-1.27648,0.570752,-0.401947,0.126075
1.384211,4500,90,6.184537,18.346239,-1.076011,1.985383,-0.424795,0.229908
1.384211,4500,91,6.297674,19.317795,2.207018,-5.29389,-0.397973,-0.029826
1.384211,4500,92,6.860084,18.886048,-1.335878,2.685674,-0.42831,0.019555
1.384211,4500,93,6.372852,18.64604,2.531165,-1.655599,-0.415716,0.210587
1.384211,4500,94,7.542796,18.820629,0.392871,-3.960234,-0.40613,-0.124677
1.384211,4500,95,6.66306,18.654277,0.21986,2.904341,-0.417132,0.206145
1.384211,4500,96,6.652808,0.779919,-1.417715,-0.960585,-0.376265,-0.071556
1.384211,4500,97,7.734605,18.885192,2.429347,-1.025294,-0.402845,-0.112754
1.384211,4500,98,6.401259,19.233067,-1.933801,-2.937772,-0.459109,-0.075733
1.384211,4500,99,6.995441,18.341423,-0.339457,4.883021,-0.443901,-0.113193
1.384211,4500,100,7.482852,19.189865,1.974221,0.554291,-0.385563,-0.052401
1.384211,4500,101,6.201607,18.146417,3.572123,2.111139,-0.419216,0.178122
1.384211,4500,102,6.919448,19.451398,-0.697637,-3.316475,-0.430102,0.025969
1.384211,4500,103,5.694654,19.591562,2.958446,-2.223656,-0.40622,0.055974
1.384211,4500,104,7.593916,18.265123,0.596756,-3.740111,-0.435996,-0.001758
1.384211,4500,105,6.36018,18.960257,4.527616,2.2016,-0.398161,-0.058409
1.384211,4500,106,7.749551,18.805933,-3.355412,-3.420582,-0.425443,0.002896
1.384211,4500,107,6.557358,18.337283,3.247403,2.845398,-0.372678,-0.121356
1.384211,4500,108,6.353464,19.848837,3.012722,1.184453,-0.446441,0.183813
1.384211,4500,109,6.71842,0.296583,4.374864,-2.163863,-0.418858,-0.025283
1.384211,4500,110,8.163551,19.037705,4.208649,-1.827155,-0.422603,0.092702
1.384211,4500,111,6.081531,19.500134,-1.354689,1.279053,-0.434701,-0.080718
1.384211,4500,112,6.469893,0.209413,2.824332,-1.530775,-0.399055,0.107613
1.384211,4500,113,7.458569,0.277777,2.533936,4.031085,-0.399468,-0.182903
1.384211,4500,114,7.181116,19.539049,-0.972018,0.370308,-0.404711,0.015164
1.384211,4500,115,7.377874,19.125932,2.563851,0.815817,-0.427774,0.010622
1.384211,4500,116,6.638821,19.184269,-4.669837,-0.083835,-0.400419,0.042494
1.384211,4500,117,6.276153,19.200218,-2.754953,0.715513,-0.376064,-0.074646
1.384211,4500,118,7.321321,19.270606,0.489523,-3.904898,-0.413355,-0.113577
1.384211,4500,119,5.469918,18.756464,0.754245,-1.782287,-0.398245,-0.155554
1.384211,4500,120,5.812406,0.844924,0.776113,-0.585043,-0.398684,-0.012006
1.384211,4500,121,6.808148,19.895943,1.088354,-5.907132,-0.394632,0.074484
1.384211,4500,122,7.81362,0.772061,0.23554,-1.422148,-0.384981,-0.077802
1.384211,4500,123,6.505032,0.544776,2.250116,-0.239941,-0.388929,-0.098713
1.384211,4500,124,6.670701,0.62996,0.564957,-3.450963,-0.405141,0.058291
1.384211,4500,125,6.995695,18.762556,-2.048023,-1.109246,-0.403087,-0.222909
1.384211,4500,126,6.770134,0.765277,1.532204,2.144867,-0.430864,-0.030691
1.384211,4500,127,6.016049,18.81454,2.762119,2.394767,-0.41302,0.078176
1.384211,4500,128,7.777908,19.939466,0.265594,-2.420044,-0.436483,0.009471
1.384211,4500,129,7.150684,18.301099,2.896055,-1.773375,-0.439574,-0.082595
1.384211,4500,130,6.363807,19.679833,-3.802916,-0.506915,-0.412418,-0.025479
1.384211,4500,131,6.314984,19.690677,-1.221611,-2.590299,-0.39575,0.043875
1.384211,4500,132,7.31217,19.492148,-1.217698,1.11898,-0.40153,-0.124447
1.384211,4500,133,7.325997,19.524454,-2.97898,-1.220902,-0.420019,-0.06312
1.384211,4500,134,7.03626,19.792917,-0.739816,0.344077,-0.420952,-0.088724
1.384211,4500,135,7.643294,18.997649,0.707788,-3.238291,-0.425205,0.009906
1.384211,4500,136,7.877063,19.446959,1.834858,0.422148,-0.407982,-0.030304
1.384211,4500,137,4.739481,19.705942,1.774565,0.775992,-0.406969,-0.043376
1.384211,4500,138,6.739799,18.967389,2.367925,2.368199,-0.369882,-0.104584
1.384211,4500,139,7.497347,18.726765,-5.771353,2.207585,-0.4003,0.13037
1.384211,4500,140,7.611022,19.659661,-2.972659,0.958556,-0.391556,-0.050121
1.384211,4500,141,5.73328,18.683563,-0.012045,1.290905,-0.451306,-0.067761
1.384211,4500,142,7.045418,0.394381,1.077281,-4.234773,-0.438407,-0.05068
1.384211,4500,143,6.577723,19.444167,0.13962,5.499258,-0.397032,0.073852
1.384211,4500,144,5.429968,0.195562,4.316454,-0.34825,-0.413883,0.039106
1.384211,4500,145,6.448455,19.298747,-2.673104,2.910855,-0.390205,-0.110712
1.384211,4500,146,7.184133,19.993084,-1.512423,-5.67209,-0.416812,0.045152
1.384211,4500,147,6.802314,18.649011,5.31271,-0.001677,-0.415803,0.117767
1.384211,4500,148,5.868296,19.298417,-3.80594,-0.690976,-0.386023,0.056779
1.384211,4500,149,6.380807,18.90232,1.898588,1.63619,-0.398272,0.009505
1.281579,4500,0,8.722343,11.13349,2.214767,1.026992,0.541397,0.015044
1.281579,4500,1,18.706382,2.44606,-1.066693,1.520887,0.510977,0.03176
1.281579,4500,2,10.443033,1.491617,0.633788,0.190459,0.45454,-0.077784
1.281579,4500,3,9.26941,9.624351,-2.869822,-0.151439,0.56551,-0.13487
1.281579,4500,4,9.238466,10.290409,-2.477593,0.873586,0.540412,0.098367
1.281579,4500,5,7.230608,10.361254,2.219222,-0.128934,0.55532,-0.082007
1.281579,4500,6,8.594889,11.950966,0.865215,1.825421,0.539797,0.03489
1.281579,4500,7,18.169137,1.734612,2.179209,-1.174788,0.52196,0.033415
1.281579,4500,8,10.076685,1.597754,0.218526,0.316365,0.476905,0.006489
1.281579,4500,9,7.866571,11.77955,-0.382016,-2.295545,0.554301,0.122565
1.281579,4500,10,9.879551,1.221123,0.541249,0.30672,0.486734,-0.077614
1.281579,4500,11,8.405997,10.403074,-0.622148,0.504966,0.557124,0.067506
1.281579,4500,12,8.747683,11.680163,-1.833728,0.738795,0.553463,-0.015352
1.281579,4500,13,8.562183,11.128427,-0.536856,1.240961,0.57824,0.038215
1.281579,4500,14,0.092819,2.311013,-1.10349,0.933464,0.514504,0.017999
1.281579,4500,15,9.275219,11.104585,4.491874,0.167476,0.560257,0.069938
1.281579,4500,16,10.661152,1.806838,0.297542,0.184694,0.491967,-0.183803
1.281579,4500,17,8.365073,9.927399,-0.174579,-2.985672,0.520854,0.120218
1.281579,4500,18,8.328614,11.525226,0.451906,3.535273,0.56474,-0.042093
1.281579,4500,19,8.906316,9.249727,2.796291,1.503549,0.558864,0.060927
1.281579,4500,20,8.04631,10.697237,-0.495241,1.149293,0.550733,0.116952
1.281579,4500,21,8.04292,10.172529,-0.223003,-0.523636,0.539259,0.06854
1.281579,4500,22,8.309981,11.008969,-0.179283,-0.193351,0.564971,0.055466
1.281579,4500,23,8.632679,10.982846,-1.058157,0.657583,0.551986,-0.080242
1.281579,4500,24,7.954581,11.25385,2.797782,1.340459,0.582084,0.113529
1.281579,4500,25,18.535132,1.256389,0.52888,1.245043,0.508216,-0.125336
1.281579,4500,26,8.377477,11.284562,-1.049891,-2.716133,0.531136,-0.024803
1.281579,4500,27,8.176828,10.129202,0.824838,2.020265,0.543859,0.021217
1.281579,4500,28,7.882468,11.429254,-1.307922,3.549552,0.566087,-0.003929
1.281579,4500,29,7.727131,9.824388,4.19806,-3.403688,0.563518,0.095822
1.281579,4500,30,7.112403,10.595517,0.737782,-0.679997,0.562855,0.009015
1.281579,4500,31,10.709998,1.159848,0.484465,0.230978,0.468363,0.136067
1.281579,4500,32,13.449354,18.343674,0.440744,0.235929,0.490721,0.199327
1.281579,4500,33,8.544677,9.112115,-0.322807,0.323305,0.552674,0.173466
1.281579,4500,34,6.781452,10.970093,-2.25038,1.629825,0.542472,0.077692
1.281579,4500,35,6.26769,11.825866,1.493737,-0.247951,0.559686,-0.05032
